SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>.<s>	<s>.<s>	UC	UC	NA
<s>قام<s>	<s>قام<s>	UC	UC	NA
<s>اليوم<s>	<s>اليوم<s>	UC	UC	NA
<s>شبيحة<s>	<s>شبيحة<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الطائفة<s>	<s>الطائفة<s>	UC	UC	NA
<s>العلوية<s>	<s>العلوية<s>	UC	UC	NA
<s>بارتكاب<s>	<s>بارتكاب<s>	UC	UC	NA
<s>مجزرة<s>	<s>مجزرة<s>	UC	UC	NA
<s>بحق<s>	<s>بحق<s>	UC	UC	NA
<s>السكان<s>	<s>السكان<s>	UC	UC	NA
<s>المدنيين<s>	<s>المدنيين<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>السن<s>	<s>السن<s>	UNK	UNK	OOV
<s>ه<s>	<s>ه<s>	UNK	UNK	OOV
<s>والطائفة<s>	<s>والطائفة<s>	UC	UC	NA
<s>العلوية<s>	<s>العلوية<s>	UC	UC	NA

<s>ضحكو<s>	<s>ضحكو<s>	OW	OW	OOV
<s>علينا<s>	<s>علينا<s>	UC	UC	NA
<s>بحرب<s>	<s>بحرب<s>	UC	UC	NA
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>عام<s>	<s>عام<s>	UC	UC	NA
<s>١٩٩٠<s>	<s>١٩٩٠<s>	OR	OR	OOV
<s>وعام<s>	<s>وعام<s>	UC	UC	NA
<s>٢٠٠٣<s>	<s>٢٠٠٣<s>	OR	OR	OOV
<s>وحرب<s>	<s>وحرب<s>	UC	UC	NA
<s>ليبيا<s>	<s>ليبيا<s>	UC	UC	NA
<s>وهاهم<s>	<s>وهاهم<s>	UC	UC	NA
<s>يحولون<s>	<s>يحولون<s>	UC	UC	NA
<s>ربيعنا<s>	<s>ربيعنا<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>خريف<s>	<s>خريف<s>	UC	UC	NA
<s>وشتاء<s>	<s>وشتاء<s>	UC	UC	NA
<s>وباسم<s>	<s>وباسم<s>	UC	UC	NA
<s>مطالبنا<s>	<s>مطالبنا<s>	UC	UC	NA
<s>المحقة<s>	<s>المحقة<s>	UC	UC	NA
<s>حرفونا<s>	<s>حرفونا<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الفتنة<s>	<s>الفتنة<s>	UC	UC	NA
<s>وكره<s>	<s>وكره<s>	UC	UC	NA
<s>بعضنا<s>	<s>بعضنا<s>	UC	UC	NA
<s>بحربهم<s>	<s>بحربهم<s>	UC	UC	NA
<s>الإعلامية<s>	<s>الإعلامية<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>العم<s>	<s>العم<s>	SP	SP	OOV
<s>سام<s>	<s>سام<s>	UC	UC	NA
<s>أصبح<s>	<s>أصبح<s>	UC	UC	NA
<s>المهتم<s>	<s>المهتم<s>	UC	UC	NA
<s>الأكبر<s>	<s>الأكبر<s>	UC	UC	NA
<s>بحريتنا<s>	<s>بحريتنا<s>	UC	UC	NA
<s>وحقوقنا<s>	<s>وحقوقنا<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>بوضع<s>	<s>بوضع<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>الحبيبة<s>	<s>الحبيبة<s>	UC	UC	NA
<s>الآن<s>	<s>الآن<s>	UC	UC	NA
<s>ستكون<s>	<s>ستكون<s>	UC	UC	NA
<s>خيانة<s>	<s>خيانة<s>	UC	UC	NA
<s>عضمى<s>	<s>عظمى<s>	OR	OR	CBR
<s>من<s>	<s>من<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>إذا<s>	<s>إذا<s>	UC	UC	NA
<s>فكر<s>	<s>فكر<s>	UC	UC	NA
<s>بالاستقالة<s>	<s>بالاستقالة<s>	UC	UC	NA

<s>الآثم<s>	<s>الإثم<s>	OR	OR	CBR
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>حاك<s>	<s>حاك<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>صدرك<s>	<s>صدرك<s>	UC	UC	NA
<s>وكرهت<s>	<s>وكرهت<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يطلع<s>	<s>يطلع<s>	UC	UC	NA
<s>عليه<s>	<s>عليه<s>	UC	UC	NA
<s>الآخرون<s>	<s>الآخرون<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>انظروا<s>	<s>انظروا<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>كيف<s>	<s>كيف<s>	UC	UC	NA
<s>يتوارى<s>	<s>يتوارى<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>أنظار<s>	<s>أنظار<s>	UC	UC	NA
<s>الآخرين<s>	<s>الآخرين<s>	UC	UC	NA
<s>(<s>	<s>(<s>	UC	UC	NA
<s>الأعلام<s>	<s>الإعلام<s>	OH	OH	CBR
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>المراقبين<s>	<s>المراقبين<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>آلخ<s>	<s>إلخ<s>	OR	OR	CBR
<s>)<s>	<s>)<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>حين<s>	<s>حين<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>يطالب<s>	<s>يطالب<s>	UC	UC	NA
<s>ويلح<s>	<s>ويلح<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>دخول<s>	<s>دخول<s>	UC	UC	NA
<s>الأعلام<s>	<s>الإعلام<s>	OH	OH	CBR
<s>والمراقبين<s>	<s>والمراقبين<s>	UC	UC	NA
<s>ليقفوا<s>	<s>ليقفوا<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الحقائق<s>	<s>الحقائق<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هنا<s>	<s>هنا<s>	UC	UC	NA
<s>تعرف<s>	<s>تعرف<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>المجرم<s>	<s>المجرم<s>	UC	UC	NA
<s>ومن<s>	<s>ومن<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>الضحية<s>	<s>الضحية<s>	UC	UC	NA

<s>وبشر<s>	<s>وبشر<s>	UC	UC	NA
<s>القاتل<s>	<s>القاتل<s>	UC	UC	NA
<s>بالقتل<s>	<s>بالقتل<s>	UC	UC	NA
<s>ولو<s>	<s>ولو<s>	UC	UC	NA
<s>بعد<s>	<s>بعد<s>	UC	UC	NA
<s>حين<s>	<s>حين<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>عزاء<s>	<s>عزاء<s>	UC	UC	NA
<s>للمجرمين<s>	<s>للمجرمين<s>	UC	UC	NA
<s>القتلة<s>	<s>القتلة<s>	UC	UC	NA
<s>المخربين<s>	<s>المخربين<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>صرتم<s>	<s>صرتم<s>	UC	UC	NA
<s>مثل<s>	<s>مثل<s>	UC	UC	NA
<s>اليهود<s>	<s>اليهود<s>	UC	UC	NA
<s>تقتلون<s>	<s>تقتلون<s>	UC	UC	NA
<s>انقسكم<s>	<s>أنفسكم<s>	OH	OH	CBR
<s>وتهجرون<s>	<s>وتهجرون<s>	UC	UC	NA
<s>فريقا<s>	<s>فريقا<s>	UC	UC	NA
<s>منكم<s>	<s>منكم<s>	UC	UC	NA
<s>وتخربون<s>	<s>وتخربون<s>	UC	UC	NA
<s>بيوتكم<s>	<s>بيوتكم<s>	UC	UC	NA
<s>بأيديكم<s>	<s>بأيديكم<s>	UC	UC	NA
<s>وتريدون<s>	<s>وتريدون<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>يرحمكم<s>	<s>يرحمكم<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PC	PC	OOV
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>أهدي<s>	<s>أهدي<s>	OH	OH	OOV
<s>أمة<s>	<s>أمة<s>	UC	UC	NA
<s>نبيك<s>	<s>نبيك<s>	UC	UC	NA
<s>محمد<s>	<s>محمد<s>	UC	UC	NA
<s>ص<s>	<s>ص<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>تحب<s>	<s>تحب<s>	UC	UC	NA
<s>وترضاه<s>	<s>وترضاه<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PC	PC	OOV
<s>ومتى<s>	<s>ومتى<s>	UC	UC	NA
<s>سيكون<s>	<s>سيكون<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	SP	SP	OOV
<s>دام<s>	<s>دام<s>	SP	SP	OOV
<s>نكره<s>	<s>نكره<s>	UC	UC	NA
<s>بعضنا<s>	<s>بعضنا<s>	UC	UC	NA
<s>بعضا<s>	<s>بعضا<s>	UC	UC	NA
<s>ونتولى<s>	<s>ونتولى<s>	UC	UC	NA
<s>اليهود<s>	<s>اليهود<s>	UC	UC	NA
<s>والنصارى<s>	<s>والنصارى<s>	UC	UC	NA
<s>فتعسا<s>	<s>فتعسا<s>	UC	UC	NA
<s>للمتخاذلين<s>	<s>للمتخاذلين<s>	UC	UC	NA
<s>والمنافقين<s>	<s>والمنافقين<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>إذا<s>	<s>إذا<s>	UC	UC	NA
<s>كأ<s>	<s>كأ<s>	UNK	UNK	OOV
<s>ن<s>	<s>ن<s>	UNK	UNK	OOV
<s>المنحبكجية<s>	<s>المنحبكجية<s>	UC	UC	NA
<s>صدقوا<s>	<s>صدقوا<s>	UC	UC	NA
<s>الأعلام<s>	<s>الإعلام<s>	OH	OH	CBR
<s>العلوي<s>	<s>العلوي<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>جهاد<s>	<s>جهاد<s>	UC	UC	NA
<s>مقدسي<s>	<s>مقدسي<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>ينشق<s>	<s>ينشق<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>يهرب<s>	<s>يهرب<s>	UC	UC	NA
<s>وإنما<s>	<s>وإنما<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>إجازة<s>	<s>إجازة<s>	UC	UC	NA
<s>رغم<s>	<s>رغم<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الشبيحة<s>	<s>الشبيحة<s>	UC	UC	NA
<s>والمخابرات<s>	<s>والمخابرات<s>	UC	UC	NA
<s>أحرقوا<s>	<s>أحرقوا<s>	UC	UC	NA
<s>بيته<s>	<s>بيته<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>المزة<s>	<s>المزة<s>	UC	UC	NA
<s>فسيصدقون<s>	<s>فسيصدقون<s>	UC	UC	NA
<s>الأعلام<s>	<s>الإعلام<s>	OH	OH	CBR
<s>العلوي<s>	<s>العلوي<s>	UC	UC	NA
<s>بأن<s>	<s>بأن<s>	UC	UC	NA
<s>الجيش<s>	<s>الجيش<s>	UC	UC	NA
<s>الحر<s>	<s>الحر<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يتقدم<s>	<s>يتقدم<s>	UC	UC	NA
<s>وأن<s>	<s>وأن<s>	UC	UC	NA
<s>"<s>	<s>"<s>	UC	UC	NA
<s>جثث<s>	<s>جثث<s>	UC	UC	NA
<s>الإرهابيين<s>	<s>الإرهابيين<s>	UC	UC	NA
<s>"<s>	<s>"<s>	UC	UC	NA
<s>تملأ<s>	<s>تملأ<s>	UC	UC	NA
<s>المكان<s>	<s>المكان<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>هههههه<s>	<s>هههههه<s>	UC	UC	NA

<s>لا<s>	<s>لا<s>	SP	SP	OOV
<s>تزال<s>	<s>تزال<s>	SP	SP	OOV
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>فريسة<s>	<s>فريسة<s>	UC	UC	NA
<s>الحرب<s>	<s>الحرب<s>	UC	UC	NA
<s>الممنهجة<s>	<s>الممنهجة<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>تخاض<s>	<s>تخاض<s>	UC	UC	NA
<s>عليها<s>	<s>عليها<s>	UC	UC	NA
<s>منذ<s>	<s>منذ<s>	UC	UC	NA
<s>قرابة<s>	<s>قرابة<s>	UC	UC	NA
<s>العشرين<s>	<s>العشرين<s>	UC	UC	NA
<s>شهرا<s>	<s>شهرا<s>	UC	UC	NA
<s>بدعم<s>	<s>بدعم<s>	UC	UC	NA
<s>وتمويل<s>	<s>وتمويل<s>	UC	UC	NA
<s>وتسليح<s>	<s>وتسليح<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>جهات<s>	<s>جهات<s>	UC	UC	NA
<s>عربية<s>	<s>عربية<s>	UC	UC	NA
<s>وغربية<s>	<s>وغربية<s>	UC	UC	NA
<s>أسفر<s>	<s>أسفر<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>دمار<s>	<s>دمار<s>	UC	UC	NA
<s>للعديد<s>	<s>للعديد<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>البني<s>	<s>البني<s>	OA	OA	OOV
<s>التحتية<s>	<s>التحتية<s>	UC	UC	NA
<s>ولخسائر<s>	<s>ولخسائر<s>	UC	UC	NA
<s>بشرية<s>	<s>بشرية<s>	UC	UC	NA
<s>ضخمة<s>	<s>ضخمة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>وكشفت<s>	<s>وكشفت<s>	UC	UC	NA
<s>تقارير<s>	<s>تقارير<s>	UC	UC	NA
<s>غربية<s>	<s>غربية<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>دور<s>	<s>دور<s>	UC	UC	NA
<s>فاعل<s>	<s>فاعل<s>	UC	UC	NA
<s>للمقاتلين<s>	<s>للمقاتلين<s>	UC	UC	NA
<s>الأجانب<s>	<s>الأجانب<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>سوريا<s>	<s>سوريا<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>وأشارت<s>	<s>وأشارت<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>معظم<s>	<s>معظم<s>	UC	UC	NA
<s>هؤلاء<s>	<s>هؤلاء<s>	UC	UC	NA
<s>يقاتلون<s>	<s>يقاتلون<s>	UC	UC	NA
<s>ضمن<s>	<s>ضمن<s>	UC	UC	NA
<s>المجموعات<s>	<s>المجموعات<s>	UC	UC	NA
<s>السلفية<s>	<s>السلفية<s>	UC	UC	NA
<s>الجهادية<s>	<s>الجهادية<s>	UC	UC	NA
<s>التابعة<s>	<s>التابعة<s>	UC	UC	NA
<s>للقاعدة<s>	<s>للقاعدة<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>وهذا<s>	<s>وهذا<s>	UC	UC	NA
<s>يسمونه<s>	<s>يسمونه<s>	UC	UC	NA
<s>مجلس<s>	<s>مجلسا<s>	XC	XC	CBR
<s>عسكري<s>	<s>عسكريا<s>	XC	XC	CBR
<s>لمعارضة<s>	<s>لمعارضة<s>	UC	UC	NA
<s>سلمية<s>	<s>سلمية<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>لكن<s>	<s>لكن<s>	UC	UC	NA
<s>الغريب<s>	<s>الغريب<s>	UC	UC	NA
<s>فعلا<s>	<s>فعلا<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>قول<s>	<s>قول<s>	UC	UC	NA
<s>نبيل<s>	<s>نبيل<s>	UC	UC	NA
<s>العربي<s>	<s>العربي<s>	UC	UC	NA
<s>اعطو<s>	<s>أعطى<s>	OH	OH	CBR
<s>المبادرة<s>	<s>المبادرة<s>	UC	UC	NA
<s>فرصة<s>	<s>فرصة<s>	UC	UC	NA
<s>واضع<s>	<s>واضع<s>	OH	OH	OOV
<s>على<s>	<s>على<s>	UC	UC	NA
<s>تصريحه<s>	<s>تصريحه<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>عشرين<s>	<s>عشرين<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>ثلاثين<s>	<s>ثلاثين<s>	UC	UC	NA
<s>تعجب<s>	<s>تعجب<s>	XC	XC	OOV
<s>يوميا<s>	<s>يوميا<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>أدري<s>	<s>أدري<s>	UC	UC	NA
<s>ماسبب<s>	<s>ما سبب<s>	MG	MG	CBR
<s>مواقف<s>	<s>مواقف<s>	UC	UC	NA
<s>نبيل<s>	<s>نبيل<s>	UC	UC	NA
<s>العربي<s>	<s>العربي<s>	UC	UC	NA
<s>فعلا<s>	<s>فعلا<s>	UC	UC	NA
<s>هل<s>	<s>هل<s>	UC	UC	NA
<s>هناك<s>	<s>هناك<s>	UC	UC	NA
<s>سبب<s>	<s>سبب<s>	UC	UC	NA
<s>خفي<s>	<s>خفي<s>	UC	UC	NA
<s>بينه<s>	<s>بينه<s>	UC	UC	NA
<s>وبين<s>	<s>وبين<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>نحنا<s>	<s>نحنا<s>	UNK	UNK	OOV
<s>نعلم<s>	<s>نعلم<s>	UC	UC	NA
<s>أنه<s>	<s>أنه<s>	UC	UC	NA
<s>مجرد<s>	<s>مجرد<s>	UC	UC	NA
<s>موظف<s>	<s>موظف<s>	UC	UC	NA
<s>صغير<s>	<s>صغير<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الجامعة<s>	<s>الجامعة<s>	UC	UC	NA
<s>ولكن<s>	<s>ولكن<s>	UC	UC	NA
<s>تصريحاته<s>	<s>تصريحاته<s>	UC	UC	NA
<s>فعلا<s>	<s>فعلا<s>	UC	UC	NA
<s>تثير<s>	<s>تثير<s>	UC	UC	NA
<s>علامات<s>	<s>علامات<s>	UC	UC	NA
<s>تعجب<s>	<s>تعجب<s>	UC	UC	NA

<s>تحية<s>	<s>تحية<s>	UC	UC	NA
<s>لطاقم<s>	<s>لطاقم<s>	UC	UC	NA
<s>القناة<s>	<s>القناة<s>	UC	UC	NA
<s>لموضوعيتها<s>	<s>لموضوعيتها<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>تغطية<s>	<s>تغطية<s>	UC	UC	NA
<s>الأحداث<s>	<s>الأحداث<s>	UC	UC	NA
<s>وفضح<s>	<s>وفضح<s>	UC	UC	NA
<s>الجراءم<s>	<s>الجراءم<s>	OH	OH	OOV
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>ترتكبها<s>	<s>ترتكبها<s>	UC	UC	NA
<s>عصابة<s>	<s>عصابة<s>	UC	UC	NA
<s>ومرتزقة<s>	<s>ومرتزقة<s>	UC	UC	NA
<s>بشار<s>	<s>بشار<s>	UC	UC	NA
<s>الأسد<s>	<s>الأسد<s>	UC	UC	NA
<s>وصالح<s>	<s>وصالح<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>حق<s>	<s>حق<s>	UC	UC	NA
<s>الشعبين<s>	<s>الشعبين<s>	UC	UC	NA
<s>اليمني<s>	<s>اليمني<s>	UC	UC	NA
<s>والسوري<s>	<s>والسوري<s>	UC	UC	NA
<s>وقد<s>	<s>وقد<s>	UC	UC	NA
<s>سبقهم<s>	<s>سبقهم<s>	UC	UC	NA
<s>القذافي<s>	<s>القذافي<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>أسلوب<s>	<s>أسلوب<s>	UC	UC	NA
<s>الإبادة<s>	<s>الإبادة<s>	UC	UC	NA
<s>والأرض<s>	<s>والأرض<s>	UC	UC	NA
<s>المحروقة<s>	<s>المحروقة<s>	UC	UC	NA
<s>وكما<s>	<s>وكما<s>	UC	UC	NA
<s>كانت<s>	<s>كانت<s>	UC	UC	NA
<s>نهاية<s>	<s>نهاية<s>	UC	UC	NA
<s>القذافي<s>	<s>القذافي<s>	UC	UC	NA
<s>مثل<s>	<s>مثل<s>	UC	UC	NA
<s>فرعون<s>	<s>فرعون<s>	UC	UC	NA
<s>مات<s>	<s>مات<s>	UC	UC	NA
<s>ذليلا<s>	<s>ذليلا<s>	UC	UC	NA
<s>فأن<s>	<s>فإن<s>	OH	OH	CBR
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>واليمني<s>	<s>واليمني<s>	UC	UC	NA
<s>سيتصر<s>	<s>سيتصر<s>	OM	OM	OOV
<s>على<s>	<s>على<s>	UC	UC	NA
<s>الطغاة<s>	<s>الطغاة<s>	UC	UC	NA
<s>الظالمين<s>	<s>الظالمين<s>	UC	UC	NA

<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>أتصو<s>	<s>أتصو<s>	SP	SP	OOV
<s>ر<s>	<s>ر<s>	SP	SP	OOV
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>يصمد<s>	<s>يصمد<s>	UC	UC	NA
<s>أمام<s>	<s>أمام<s>	UC	UC	NA
<s>زبانيتي<s>	<s>زبانيتي<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>وسأستمر<s>	<s>وسأستمر<s>	UC	UC	NA
<s>بطحن<s>	<s>بطحن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يعارضني<s>	<s>يعارضني<s>	UC	UC	NA
<s>أنا<s>	<s>أنا<s>	UC	UC	NA
<s>وماهر<s>	<s>وماهر<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PC	PC	OOV
<s>قالت<s>	<s>قالت<s>	UC	UC	NA
<s>لنا<s>	<s>لنا<s>	UC	UC	NA
<s>أمنا<s>	<s>أمنا<s>	UC	UC	NA
<s>يجب<s>	<s>يجب<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>نكون<s>	<s>نكون<s>	UC	UC	NA
<s>مثل<s>	<s>مثل<s>	UC	UC	NA
<s>أبينا<s>	<s>أبينا<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>نقتل<s>	<s>نقتل<s>	UC	UC	NA
<s>نعذب<s>	<s>نعذب<s>	UC	UC	NA
<s>نشرد<s>	<s>نشرد<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>نبالي<s>	<s>نبالي<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PC	PC	OOV
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>الناس<s>	<s>الناس<s>	UC	UC	NA
<s>نظره<s>	<s>نظره<s>	UC	UC	NA
<s>قصير<s>	<s>قصير<s>	UC	UC	NA
<s>ومصابة<s>	<s>ومصابة<s>	UC	UC	NA
<s>بسوء<s>	<s>بسوء<s>	UC	UC	NA
<s>التدبير<s>	<s>التدبير<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>وسنغلب<s>	<s>وسنغلب<s>	UC	UC	NA
<s>الجميع<s>	<s>الجميع<s>	UC	UC	NA
<s>ونبقى<s>	<s>ونبقى<s>	UC	UC	NA
<s>أسياد<s>	<s>أسياد<s>	UC	UC	NA
<s>البلد<s>	<s>البلد<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>للآبد<s>	<s>للأبد<s>	OH	OH	CBR
<s>،<s>	<s>،<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>نصدق<s>	<s>نصدق<s>	UC	UC	NA
<s>بأننا<s>	<s>بأننا<s>	UC	UC	NA
<s>سنهزم<s>	<s>سنهزم<s>	UC	UC	NA
<s>،<s>	<s>،<s>	PT	PT	OOV
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>وسنبرهن<s>	<s>وسنبرهن<s>	UC	UC	NA
<s>للعام<s>	<s>للعام<s>	UC	UC	NA
<s>أننا<s>	<s>أننا<s>	UC	UC	NA
<s>أغبى<s>	<s>أغبى<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>القذافي<s>	<s>القذافي<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>حول<s>	<s>حول<s>	UC	UC	NA
<s>ولا<s>	<s>ولا<s>	UC	UC	NA
<s>قوة<s>	<s>قوة<s>	UC	UC	NA
<s>إلا<s>	<s>إلا<s>	UC	UC	NA
<s>بالله<s>	<s>بالله<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>لقد<s>	<s>لقد<s>	UC	UC	NA
<s>أسرف<s>	<s>أسرف<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>الظالم<s>	<s>الظالم<s>	UC	UC	NA
<s>الطاغية<s>	<s>الطاغية<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>قتل<s>	<s>قتل<s>	UC	UC	NA
<s>آهل<s>	<s>أهل<s>	OH	OH	CBR
<s>الشام<s>	<s>الشام<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>أعيننا<s>	<s>أعيننا<s>	UC	UC	NA
<s>تقطر<s>	<s>تقطر<s>	UC	UC	NA
<s>دما<s>	<s>دما<s>	UC	UC	NA
<s>بدل<s>	<s>بدل<s>	UC	UC	NA
<s>الدموع<s>	<s>الدموع<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
